Correlativo,Remitente,Departamento de Recepción,Departamento de Destino,Descripción,Peso (kg),Estado,Clasificación
00930,María Ramírez,Guatemala,Alta Verapaz,Electrónicos,4.9,E,Paquete Grande
00931,Ana Castillo,Izabal,Alta Verapaz,Juguetes,5.2,T,Bolsa
00932,Javier Ruiz,Escuintla,Chimaltenango,Artículos de decoración,7.6,T,Bolsa
00933,Javier Ramírez,Sacatepéquez,Alta Verapaz,Electrónicos,6.8,E,Paquete Mediano
00934,Andrés Ramírez,Suchitepéquez,Quetzaltenango,Juguetes,6.6,R,Paquete Grande
00935,Ana González,Alta Verapaz,Chimaltenango,Herramientas,7.5,T,Paquete Grande
00936,Carolina Ruiz,Alta Verapaz,Suchitepéquez,Electrodomésticos,8.1,E,Bolsa
00937,Javier López,Chimaltenango,Alta Verapaz,Ropa,5.7,E,Sobre
00938,Carlos Ruiz,Alta Verapaz,Huehuetenango,Juguetes,8.4,E,Paquete Grande
00939,Carolina Méndez,Izabal,Izabal,Libros,2.1,T,Paquete Grande
00940,Carlos Hernández,Escuintla,Sacatepéquez,Libros,6.3,T,Sobre
00941,Ana López,Quetzaltenango,Chimaltenango,Ropa,9.1,E,Bolsa
00942,Ana Méndez,Guatemala,Sacatepéquez,Electrónicos,9.8,T,Paquete Mediano
00943,Ana Castillo,Huehuetenango,Suchitepéquez,Juguetes,4.7,E,Paquete Mediano
00944,María García,Suchitepéquez,Guatemala,Herramientas,9.3,E,Paquete Mediano
00945,Ana Rodríguez,Huehuetenango,Huehuetenango,Electrodomésticos,7.4,E,Sobre
00946,Juan García,Peten,Escuintla,Artículos de decoración,5.1,T,Bolsa
00947,Andrés Morales,Guatemala,Sacatepéquez,Herramientas,6.1,T,Bolsa
00948,Javier Rodríguez,Guatemala,Izabal,Herramientas,1.0,T,Bolsa
00949,Javier González,Sacatepéquez,Huehuetenango,Electrodomésticos,0.4,R,Paquete Grande
00950,Sofía Ruiz,Huehuetenango,Peten,Electrónicos,2.4,E,Bolsa
00951,Andrés Rodríguez,Alta Verapaz,Huehuetenango,Electrónicos,6.4,R,Paquete Grande
00952,Juan Castillo,Sacatepéquez,Izabal,Electrónicos,1.2,E,Paquete Mediano
00953,Andrés Castillo,Escuintla,Huehuetenango,Artículos de decoración,2.7,E,Sobre
00954,Luisa Ruiz,Alta Verapaz,Guatemala,Comida,4.2,R,Bolsa
00955,Juan González,Suchitepéquez,Huehuetenango,Ropa,1.6,R,Sobre
00956,Juan García,Suchitepéquez,Chimaltenango,Electrodomésticos,8.6,E,Paquete Mediano
00957,Ana Ruiz,Izabal,Guatemala,Herramientas,1.2,T,Sobre
00958,Andrés García,Chimaltenango,Escuintla,Comida,1.1,E,Sobre
00959,Diego López,Alta Verapaz,Izabal,Artículos de decoración,2.2,R,Paquete Grande
00960,Luisa Rodríguez,Huehuetenango,Peten,Juguetes,4.7,E,Paquete Grande
00961,María Morales,Suchitepéquez,Izabal,Ropa,5.7,R,Paquete Mediano
00962,Diego López,Sacatepéquez,Peten,Juguetes,7.7,T,Bolsa
00963,Luisa Ruiz,Alta Verapaz,Escuintla,Herramientas,5.6,E,Paquete Mediano
00964,Luisa González,Quetzaltenango,Suchitepéquez,Juguetes,1.5,E,Paquete Mediano
00965,Carolina Méndez,Chimaltenango,Suchitepéquez,Electrodomésticos,1.9,T,Bolsa
00966,Juan García,Escuintla,Sacatepéquez,Comida,0.6,T,Sobre
00967,Andrés Ramírez,Suchitepéquez,Sacatepéquez,Artículos de decoración,9.3,E,Sobre
00968,Carlos Rodríguez,Quetzaltenango,Suchitepéquez,Ropa,0.9,E,Sobre
00969,Javier Hernández,Peten,Suchitepéquez,Comida,6.0,T,Bolsa
00970,Andrés Ruiz,Suchitepéquez,Alta Verapaz,Comida,0.2,R,Paquete Mediano
00971,Andrés Ruiz,Escuintla,Quetzaltenango,Herramientas,8.0,E,Paquete Grande
00972,Juan Rodríguez,Escuintla,Sacatepéquez,Herramientas,7.3,R,Sobre
00973,Andrés Rodríguez,Quetzaltenango,Peten,Artículos de decoración,3.5,E,Paquete Grande
00974,Andrés Méndez,Sacatepéquez,Izabal,Ropa,3.4,E,Sobre
00975,Carolina González,Chimaltenango,Chimaltenango,Juguetes,2.7,R,Paquete Mediano
00976,Javier Morales,Quetzaltenango,Escuintla,Herramientas,1.7,R,Bolsa
00977,Carolina Hernández,Izabal,Quetzaltenango,Electrodomésticos,8.6,R,Paquete Grande
00978,Diego García,Alta Verapaz,Izabal,Herramientas,9.8,R,Sobre
00979,Ana Rodríguez,Alta Verapaz,Escuintla,Juguetes,1.9,E,Paquete Mediano
00980,Sofía Ruiz,Izabal,Escuintla,Artículos de decoración,9.5,E,Bolsa
00981,María Ramírez,Sacatepéquez,Peten,Comida,7.7,T,Paquete Grande
00982,Javier Rodríguez,Escuintla,Alta Verapaz,Electrónicos,0.3,R,Paquete Mediano
00983,María Morales,Chimaltenango,Escuintla,Ropa,6.1,E,Paquete Grande
00984,María Rodríguez,Sacatepéquez,Alta Verapaz,Electrónicos,9.8,T,Bolsa
00985,María Castillo,Izabal,Chimaltenango,Juguetes,4.4,E,Paquete Mediano
00986,María García,Guatemala,Alta Verapaz,Electrónicos,7.7,E,Paquete Mediano
00987,María Rodríguez,Suchitepéquez,Guatemala,Electrónicos,3.9,E,Bolsa
00988,Ana Méndez,Huehuetenango,Chimaltenango,Ropa,7.6,R,Sobre
00989,Javier Morales,Suchitepéquez,Alta Verapaz,Ropa,7.4,T,Sobre
00990,Luisa Ruiz,Peten,Huehuetenango,Juguetes,0.7,E,Sobre
00991,Andrés Rodríguez,Chimaltenango,Izabal,Comida,1.7,R,Paquete Mediano
00992,Luisa Hernández,Peten,Chimaltenango,Electrodomésticos,8.9,R,Sobre
00993,María González,Huehuetenango,Sacatepéquez,Ropa,0.8,E,Paquete Grande
00994,Andrés González,Izabal,Huehuetenango,Libros,9.2,R,Bolsa
00995,Andrés Ruiz,Izabal,Guatemala,Juguetes,4.5,T,Paquete Grande
00996,Carlos Rodríguez,Quetzaltenango,Chimaltenango,Herramientas,7.4,E,Paquete Mediano
00997,Carlos Méndez,Izabal,Alta Verapaz,Ropa,6.8,E,Paquete Mediano
00998,Carolina Hernández,Quetzaltenango,Izabal,Ropa,3.2,E,Bolsa
00999,Ana Ruiz,Chimaltenango,Izabal,Electrónicos,0.6,R,Paquete Mediano
01000,Carolina Ramírez,Huehuetenango,Escuintla,Electrónicos,4.5,R,Paquete Grande
01001,Sofía Ruiz,Quetzaltenango,Escuintla,Electrónicos,1.5,T,Paquete Mediano
01002,Juan López,Peten,Huehuetenango,Ropa,3.5,R,Bolsa
01003,Andrés Ramírez,Sacatepéquez,Escuintla,Comida,8.0,E,Bolsa
01004,Carolina González,Guatemala,Quetzaltenango,Comida,1.4,R,Paquete Grande
01005,Andrés Hernández,Huehuetenango,Alta Verapaz,Electrónicos,1.9,E,Bolsa
01006,Luisa Rodríguez,Escuintla,Quetzaltenango,Electrodomésticos,5.3,R,Bolsa
01007,Diego Ramírez,Alta Verapaz,Escuintla,Juguetes,3.4,E,Sobre
01008,Ana García,Izabal,Quetzaltenango,Libros,3.7,T,Bolsa
01009,Andrés Ramírez,Quetzaltenango,Alta Verapaz,Electrónicos,7.2,R,Paquete Grande
01010,Ana García,Guatemala,Escuintla,Juguetes,4.2,T,Bolsa
01011,Ana Morales,Suchitepéquez,Huehuetenango,Electrónicos,3.7,T,Bolsa
01012,Juan Ruiz,Izabal,Sacatepéquez,Comida,9.1,E,Paquete Grande
01013,María García,Chimaltenango,Escuintla,Herramientas,0.7,E,Sobre
01014,Luisa García,Sacatepéquez,Escuintla,Electrodomésticos,4.4,T,Bolsa
01015,Diego González,Huehuetenango,Izabal,Libros,0.2,E,Sobre
01016,Carolina Hernández,Chimaltenango,Peten,Artículos de decoración,6.1,E,Bolsa
01017,Javier López,Suchitepéquez,Izabal,Juguetes,5.7,E,Paquete Mediano
01018,Juan Méndez,Guatemala,Escuintla,Juguetes,9.7,R,Bolsa
01019,Javier Hernández,Huehuetenango,Sacatepéquez,Comida,5.1,T,Paquete Grande
01020,Sofía Méndez,Sacatepéquez,Sacatepéquez,Electrónicos,7.3,T,Sobre
01021,Luisa García,Alta Verapaz,Alta Verapaz,Juguetes,3.3,R,Bolsa
01022,Diego González,Escuintla,Guatemala,Electrodomésticos,7.4,R,Paquete Grande
01023,Ana García,Huehuetenango,Peten,Electrodomésticos,0.9,R,Sobre
01024,Javier Morales,Quetzaltenango,Suchitepéquez,Ropa,3.3,E,Paquete Mediano
01025,Sofía García,Peten,Peten,Electrodomésticos,2.5,T,Paquete Grande
01026,Andrés Rodríguez,Chimaltenango,Alta Verapaz,Juguetes,3.6,R,Paquete Grande
01027,Andrés López,Izabal,Guatemala,Electrónicos,1.3,E,Sobre
01028,Carolina Morales,Guatemala,Huehuetenango,Herramientas,0.5,E,Sobre
01029,Diego Hernández,Guatemala,Chimaltenango,Juguetes,3.0,E,Paquete Mediano
01030,Carolina Morales,Guatemala,Quetzaltenango,Electrodomésticos,1.8,R,Paquete Mediano
01031,Carolina Morales,Guatemala,Quetzaltenango,Comida,5.8,E,Sobre
01032,Carlos Morales,Guatemala,Escuintla,Electrónicos,0.1,R,Bolsa
01033,Andrés Morales,Escuintla,Quetzaltenango,Electrodomésticos,0.7,R,Sobre
01034,Javier Rodríguez,Izabal,Guatemala,Electrónicos,4.4,T,Paquete Mediano
01035,Carlos Méndez,Sacatepéquez,Escuintla,Comida,6.3,E,Paquete Grande
01036,Carlos Ramírez,Alta Verapaz,Suchitepéquez,Ropa,0.9,T,Paquete Mediano
01037,Andrés González,Sacatepéquez,Quetzaltenango,Electrodomésticos,5.4,R,Sobre
01038,Ana Ruiz,Izabal,Alta Verapaz,Electrónicos,5.4,E,Paquete Mediano
01039,Javier González,Sacatepéquez,Sacatepéquez,Libros,5.8,T,Paquete Mediano
01040,Ana Ruiz,Izabal,Sacatepéquez,Electrodomésticos,3.9,E,Paquete Grande
01041,Andrés Ruiz,Peten,Peten,Artículos de decoración,1.5,E,Paquete Grande
01042,María González,Chimaltenango,Alta Verapaz,Comida,6.7,R,Paquete Mediano
01043,Andrés Méndez,Peten,Peten,Electrodomésticos,0.2,E,Paquete Grande
01044,Andrés Méndez,Chimaltenango,Peten,Artículos de decoración,9.2,R,Bolsa
01045,Carlos González,Quetzaltenango,Izabal,Libros,10.0,T,Paquete Grande
01046,Javier González,Sacatepéquez,Chimaltenango,Ropa,6.7,T,Sobre
01047,Diego Hernández,Chimaltenango,Peten,Comida,2.3,T,Bolsa
01048,Luisa Ramírez,Huehuetenango,Alta Verapaz,Ropa,6.0,E,Paquete Grande
01049,Carolina Ramírez,Suchitepéquez,Escuintla,Libros,4.7,T,Paquete Grande
01050,Andrés Ramírez,Quetzaltenango,Guatemala,Artículos de decoración,0.9,E,Paquete Mediano
01051,Javier Méndez,Suchitepéquez,Peten,Herramientas,8.8,E,Paquete Mediano
01052,Carolina Morales,Sacatepéquez,Izabal,Libros,4.5,T,Paquete Grande
01053,Juan Ruiz,Alta Verapaz,Peten,Juguetes,9.4,T,Paquete Grande
01054,Ana González,Huehuetenango,Peten,Electrodomésticos,5.5,T,Paquete Grande
01055,Javier Ruiz,Alta Verapaz,Chimaltenango,Herramientas,8.4,T,Paquete Mediano
01056,Carolina Méndez,Izabal,Chimaltenango,Electrodomésticos,1.1,R,Paquete Grande
01057,Diego Rodríguez,Sacatepéquez,Suchitepéquez,Electrónicos,8.7,R,Paquete Grande
01058,Luisa García,Sacatepéquez,Quetzaltenango,Electrónicos,3.6,E,Sobre
01059,Andrés Méndez,Peten,Huehuetenango,Artículos de decoración,4.4,T,Paquete Grande
01060,Juan González,Huehuetenango,Guatemala,Juguetes,4.9,R,Sobre
01061,María Hernández,Guatemala,Suchitepéquez,Juguetes,0.4,E,Bolsa
01062,Juan López,Huehuetenango,Guatemala,Electrónicos,3.1,T,Paquete Mediano
01063,Andrés Ruiz,Quetzaltenango,Chimaltenango,Artículos de decoración,8.2,E,Paquete Mediano
01064,Luisa Hernández,Peten,Sacatepéquez,Ropa,7.9,E,Paquete Mediano
01065,Carlos Ruiz,Chimaltenango,Guatemala,Juguetes,1.1,E,Paquete Grande
01066,Carolina Méndez,Escuintla,Sacatepéquez,Electrodomésticos,8.1,T,Paquete Grande
01067,María Méndez,Escuintla,Izabal,Artículos de decoración,5.9,T,Bolsa
01068,Diego López,Guatemala,Peten,Juguetes,7.3,T,Paquete Grande
01069,Andrés Rodríguez,Huehuetenango,Quetzaltenango,Libros,3.9,T,Bolsa
01070,Carlos Castillo,Peten,Izabal,Ropa,2.3,E,Paquete Mediano
01071,Carlos López,Huehuetenango,Peten,Artículos de decoración,7.8,E,Paquete Grande
01072,Diego Ramírez,Quetzaltenango,Sacatepéquez,Comida,9.7,R,Sobre
01073,Andrés Méndez,Escuintla,Suchitepéquez,Comida,8.8,T,Paquete Grande
01074,Sofía Ruiz,Quetzaltenango,Izabal,Artículos de decoración,4.7,T,Paquete Grande
01075,Javier Hernández,Chimaltenango,Izabal,Libros,9.2,R,Bolsa
01076,Diego Rodríguez,Huehuetenango,Quetzaltenango,Comida,8.6,R,Bolsa
01077,Luisa López,Sacatepéquez,Izabal,Libros,5.3,E,Paquete Mediano
01078,Carlos Ramírez,Suchitepéquez,Quetzaltenango,Artículos de decoración,8.3,R,Sobre
01079,Andrés López,Alta Verapaz,Sacatepéquez,Herramientas,5.4,E,Paquete Grande
01080,Luisa López,Quetzaltenango,Sacatepéquez,Libros,4.1,R,Paquete Mediano
01081,Diego Castillo,Izabal,Alta Verapaz,Ropa,8.2,R,Paquete Grande
01082,Javier Ramírez,Guatemala,Huehuetenango,Ropa,0.7,E,Paquete Grande
01083,Luisa Ruiz,Izabal,Alta Verapaz,Ropa,7.4,T,Bolsa
01084,Andrés Ruiz,Huehuetenango,Huehuetenango,Ropa,5.2,R,Paquete Grande
01085,Carolina González,Guatemala,Guatemala,Electrónicos,5.0,T,Paquete Grande
01086,Ana López,Chimaltenango,Sacatepéquez,Libros,8.3,R,Sobre
01087,Carlos Ruiz,Suchitepéquez,Huehuetenango,Herramientas,1.6,T,Bolsa
01088,Juan González,Escuintla,Sacatepéquez,Electrónicos,4.0,R,Paquete Grande
01089,Carolina Ruiz,Escuintla,Peten,Comida,6.1,R,Paquete Mediano
01090,Andrés Morales,Chimaltenango,Peten,Electrónicos,1.2,T,Bolsa
01091,Carlos Ramírez,Peten,Sacatepéquez,Comida,1.1,R,Paquete Mediano
01092,Carlos Rodríguez,Guatemala,Chimaltenango,Electrodomésticos,3.6,R,Paquete Grande
01093,Javier Castillo,Guatemala,Guatemala,Comida,8.3,E,Bolsa
01094,Luisa Rodríguez,Alta Verapaz,Huehuetenango,Electrónicos,2.4,R,Bolsa
01095,Diego Castillo,Chimaltenango,Suchitepéquez,Herramientas,9.7,E,Paquete Grande
01096,María García,Izabal,Guatemala,Juguetes,7.2,R,Paquete Mediano
01097,Sofía Ramírez,Escuintla,Guatemala,Electrónicos,9.3,E,Bolsa
01098,Luisa Ramírez,Chimaltenango,Izabal,Electrodomésticos,8.8,T,Paquete Grande
01099,Luisa Ruiz,Alta Verapaz,Guatemala,Ropa,8.9,R,Bolsa
01100,Diego Morales,Escuintla,Alta Verapaz,Libros,0.8,E,Paquete Grande
01101,Andrés García,Escuintla,Alta Verapaz,Herramientas,6.1,R,Sobre
01102,Carlos Rodríguez,Izabal,Izabal,Artículos de decoración,3.9,R,Paquete Mediano
01103,Diego Morales,Escuintla,Suchitepéquez,Electrónicos,6.2,T,Paquete Grande
01104,María Rodríguez,Sacatepéquez,Guatemala,Electrodomésticos,7.4,T,Sobre
01105,Carlos Ruiz,Alta Verapaz,Chimaltenango,Juguetes,5.2,R,Sobre
01106,María Morales,Quetzaltenango,Peten,Comida,4.5,T,Bolsa
01107,Sofía Morales,Huehuetenango,Suchitepéquez,Juguetes,7.6,R,Paquete Grande
01108,Diego Ramírez,Huehuetenango,Izabal,Comida,4.6,R,Bolsa
01109,Carolina García,Suchitepéquez,Quetzaltenango,Artículos de decoración,5.2,E,Bolsa
01110,Javier Rodríguez,Escuintla,Quetzaltenango,Ropa,9.0,E,Sobre
01111,Luisa Ramírez,Quetzaltenango,Sacatepéquez,Juguetes,0.8,E,Sobre
01112,Diego Ruiz,Huehuetenango,Guatemala,Electrodomésticos,4.1,E,Paquete Grande
01113,Ana García,Escuintla,Alta Verapaz,Juguetes,2.3,E,Sobre
01114,Javier Morales,Peten,Huehuetenango,Electrónicos,7.9,R,Paquete Grande
01115,Javier Castillo,Suchitepéquez,Escuintla,Herramientas,2.4,R,Paquete Grande
01116,Javier Ruiz,Izabal,Sacatepéquez,Electrodomésticos,3.8,E,Bolsa
01117,María García,Alta Verapaz,Alta Verapaz,Juguetes,8.2,E,Paquete Mediano
01118,Ana Morales,Peten,Alta Verapaz,Libros,7.8,R,Bolsa
01119,Andrés López,Guatemala,Quetzaltenango,Juguetes,6.8,E,Bolsa
01120,Sofía González,Alta Verapaz,Huehuetenango,Herramientas,2.9,E,Bolsa
01121,Sofía López,Huehuetenango,Sacatepéquez,Juguetes,0.3,E,Bolsa
01122,Juan Ramírez,Sacatepéquez,Guatemala,Ropa,7.0,E,Bolsa
01123,Carlos Castillo,Peten,Guatemala,Comida,7.5,E,Paquete Grande
01124,Juan López,Alta Verapaz,Suchitepéquez,Electrodomésticos,8.5,T,Paquete Mediano
01125,Sofía Rodríguez,Chimaltenango,Escuintla,Herramientas,4.5,T,Paquete Grande
01126,Carlos Méndez,Suchitepéquez,Alta Verapaz,Juguetes,4.2,T,Sobre
01127,Ana López,Sacatepéquez,Alta Verapaz,Electrodomésticos,1.6,E,Paquete Mediano
01128,Andrés Castillo,Guatemala,Escuintla,Juguetes,5.9,E,Bolsa
01129,María Castillo,Peten,Guatemala,Libros,0.5,T,Sobre
01130,Juan Hernández,Huehuetenango,Izabal,Comida,9.3,E,Sobre
01131,Carlos García,Escuintla,Izabal,Libros,6.1,T,Sobre
01132,Diego López,Sacatepéquez,Sacatepéquez,Herramientas,0.5,R,Bolsa
01133,María Méndez,Peten,Izabal,Electrónicos,9.7,E,Sobre
01134,Diego López,Peten,Suchitepéquez,Ropa,6.6,R,Paquete Grande
01135,Luisa Ruiz,Alta Verapaz,Peten,Juguetes,6.9,T,Paquete Grande
01136,Andrés Rodríguez,Alta Verapaz,Quetzaltenango,Artículos de decoración,2.4,T,Bolsa
01137,Juan Rodríguez,Chimaltenango,Sacatepéquez,Artículos de decoración,5.8,E,Sobre
01138,Carlos Ramírez,Quetzaltenango,Chimaltenango,Herramientas,1.3,E,Paquete Mediano
01139,Diego Rodríguez,Huehuetenango,Quetzaltenango,Artículos de decoración,0.8,T,Paquete Mediano
01140,Diego Rodríguez,Peten,Alta Verapaz,Artículos de decoración,3.7,T,Paquete Mediano
01141,Diego Morales,Escuintla,Alta Verapaz,Electrodomésticos,7.0,E,Paquete Mediano
01142,Andrés García,Escuintla,Suchitepéquez,Ropa,7.6,T,Paquete Grande
01143,Sofía Morales,Escuintla,Quetzaltenango,Electrodomésticos,9.1,R,Bolsa
01144,Javier Hernández,Alta Verapaz,Chimaltenango,Electrónicos,8.3,E,Paquete Grande
01145,Carlos Méndez,Peten,Sacatepéquez,Comida,1.7,T,Sobre
01146,Sofía Rodríguez,Escuintla,Chimaltenango,Electrónicos,9.7,R,Paquete Mediano
01147,Carolina González,Huehuetenango,Escuintla,Libros,4.2,R,Bolsa
01148,Carlos Morales,Quetzaltenango,Peten,Herramientas,4.1,E,Paquete Mediano
01149,Juan Rodríguez,Quetzaltenango,Chimaltenango,Herramientas,6.4,E,Sobre
01150,Ana García,Escuintla,Alta Verapaz,Libros,5.0,R,Bolsa
01151,María García,Huehuetenango,Chimaltenango,Herramientas,9.2,T,Paquete Mediano
01152,Juan García,Sacatepéquez,Chimaltenango,Electrodomésticos,7.4,T,Bolsa
01153,Andrés Morales,Sacatepéquez,Guatemala,Comida,5.9,R,Sobre
01154,Javier Morales,Peten,Chimaltenango,Comida,0.8,E,Paquete Mediano
01155,Javier Hernández,Alta Verapaz,Suchitepéquez,Juguetes,8.8,E,Paquete Mediano
01156,Juan Ramírez,Peten,Guatemala,Artículos de decoración,0.5,E,Paquete Grande
01157,Carlos Castillo,Huehuetenango,Huehuetenango,Comida,5.9,T,Paquete Grande
01158,Ana González,Peten,Huehuetenango,Electrodomésticos,1.7,R,Sobre
01159,Carlos Ramírez,Huehuetenango,Alta Verapaz,Artículos de decoración,3.7,R,Sobre
01160,Javier García,Chimaltenango,Huehuetenango,Juguetes,1.1,T,Paquete Mediano
01161,Javier Castillo,Izabal,Suchitepéquez,Comida,8.9,R,Bolsa
01162,Carolina Morales,Chimaltenango,Guatemala,Ropa,1.5,E,Sobre
01163,Sofía Méndez,Chimaltenango,Peten,Herramientas,7.3,R,Sobre
01164,Carolina Méndez,Suchitepéquez,Escuintla,Electrodomésticos,4.5,T,Paquete Mediano
01165,Carolina Morales,Sacatepéquez,Sacatepéquez,Juguetes,1.5,R,Paquete Grande
01166,Ana Ramírez,Huehuetenango,Izabal,Electrónicos,5.9,R,Sobre
01167,Ana Ramírez,Suchitepéquez,Sacatepéquez,Comida,4.6,R,Paquete Grande
01168,Carolina Hernández,Escuintla,Suchitepéquez,Herramientas,8.7,R,Paquete Grande
01169,Ana Castillo,Alta Verapaz,Peten,Artículos de decoración,4.6,E,Paquete Grande
01170,Javier García,Suchitepéquez,Escuintla,Electrodomésticos,9.2,T,Bolsa
01171,Javier Hernández,Guatemala,Huehuetenango,Juguetes,3.6,R,Paquete Grande
01172,Diego Méndez,Chimaltenango,Escuintla,Libros,1.1,E,Paquete Grande
01173,Andrés Ruiz,Guatemala,Escuintla,Electrónicos,7.1,R,Paquete Mediano
01174,Ana Hernández,Sacatepéquez,Guatemala,Libros,2.0,R,Sobre
01175,Javier Castillo,Izabal,Guatemala,Libros,9.7,E,Paquete Mediano
01176,Andrés Ruiz,Chimaltenango,Huehuetenango,Electrodomésticos,8.3,T,Paquete Grande
01177,Andrés Morales,Chimaltenango,Sacatepéquez,Juguetes,0.1,T,Bolsa
01178,Javier Hernández,Suchitepéquez,Escuintla,Electrodomésticos,2.5,R,Paquete Mediano
01179,Juan Rodríguez,Sacatepéquez,Guatemala,Electrónicos,2.1,E,Bolsa
01180,Diego Hernández,Quetzaltenango,Guatemala,Ropa,8.5,E,Paquete Mediano
01181,Andrés Méndez,Izabal,Escuintla,Electrodomésticos,5.5,E,Paquete Grande
01182,Carolina López,Peten,Alta Verapaz,Artículos de decoración,0.1,E,Paquete Grande
01183,Carlos Méndez,Peten,Quetzaltenango,Electrodomésticos,2.9,E,Bolsa
01184,Luisa Ramírez,Quetzaltenango,Alta Verapaz,Ropa,6.3,T,Sobre
01185,Andrés Hernández,Quetzaltenango,Alta Verapaz,Electrodomésticos,6.2,E,Paquete Grande
01186,Andrés Hernández,Sacatepéquez,Peten,Herramientas,1.0,T,Paquete Grande
01187,María González,Quetzaltenango,Chimaltenango,Herramientas,8.8,T,Paquete Mediano
01188,Luisa Ramírez,Peten,Chimaltenango,Juguetes,9.3,T,Paquete Grande
01189,Carolina Hernández,Quetzaltenango,Sacatepéquez,Electrónicos,8.5,E,Paquete Grande
01190,Luisa González,Suchitepéquez,Guatemala,Libros,7.0,R,Paquete Grande
01191,Carlos González,Escuintla,Chimaltenango,Electrodomésticos,4.9,R,Paquete Mediano
01192,Ana González,Quetzaltenango,Sacatepéquez,Electrónicos,8.4,E,Paquete Mediano
01193,Andrés López,Suchitepéquez,Izabal,Juguetes,7.9,E,Bolsa
01194,Andrés Ramírez,Alta Verapaz,Huehuetenango,Ropa,6.2,E,Paquete Mediano
01195,María Méndez,Guatemala,Alta Verapaz,Ropa,1.3,R,Sobre
01196,María Hernández,Sacatepéquez,Huehuetenango,Electrónicos,9.8,R,Sobre
01197,Diego Morales,Sacatepéquez,Chimaltenango,Electrónicos,6.7,R,Paquete Mediano
01198,Carlos Rodríguez,Peten,Escuintla,Electrodomésticos,6.3,R,Sobre
01199,Juan García,Suchitepéquez,Izabal,Comida,2.7,E,Paquete Mediano
01200,María López,Suchitepéquez,Alta Verapaz,Ropa,9.5,E,Sobre
01201,María Castillo,Chimaltenango,Quetzaltenango,Comida,4.5,T,Paquete Grande
01202,Juan Castillo,Chimaltenango,Sacatepéquez,Herramientas,1.2,T,Paquete Grande
01203,Ana Hernández,Peten,Guatemala,Comida,9.2,R,Paquete Mediano
01204,Carlos Castillo,Alta Verapaz,Guatemala,Electrodomésticos,0.9,R,Bolsa
01205,Diego López,Chimaltenango,Chimaltenango,Ropa,0.7,T,Paquete Mediano
01206,Luisa González,Guatemala,Izabal,Herramientas,8.5,T,Sobre
01207,Luisa García,Suchitepéquez,Peten,Comida,0.8,R,Sobre
01208,Ana García,Chimaltenango,Izabal,Comida,4.2,R,Bolsa
01209,Andrés Hernández,Sacatepéquez,Quetzaltenango,Libros,0.1,R,Sobre
01210,Luisa Hernández,Alta Verapaz,Peten,Electrodomésticos,1.5,T,Paquete Mediano
01211,Ana Ramírez,Alta Verapaz,Escuintla,Ropa,4.1,E,Bolsa
01212,Carlos Ruiz,Guatemala,Sacatepéquez,Herramientas,8.5,R,Paquete Grande
01213,Javier Ruiz,Sacatepéquez,Sacatepéquez,Electrodomésticos,0.6,E,Paquete Mediano
01214,Juan García,Guatemala,Alta Verapaz,Herramientas,1.6,E,Paquete Mediano
01215,Diego García,Huehuetenango,Chimaltenango,Ropa,1.1,R,Paquete Grande
01216,Andrés Ramírez,Quetzaltenango,Sacatepéquez,Comida,7.0,T,Paquete Grande
01217,Juan Méndez,Chimaltenango,Sacatepéquez,Comida,3.6,T,Sobre
01218,Andrés Rodríguez,Suchitepéquez,Escuintla,Artículos de decoración,5.2,E,Bolsa
01219,Juan Ramírez,Izabal,Sacatepéquez,Electrónicos,0.6,R,Sobre
01220,Sofía Méndez,Suchitepéquez,Escuintla,Juguetes,3.5,E,Paquete Grande
01221,Javier González,Izabal,Alta Verapaz,Electrodomésticos,6.8,E,Paquete Mediano
01222,Luisa Méndez,Sacatepéquez,Chimaltenango,Electrónicos,1.3,R,Paquete Grande
01223,Carlos Rodríguez,Sacatepéquez,Guatemala,Electrónicos,2.9,T,Sobre
